                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.09693,                0.46379,                0.89349,                0.98337,                0.98372,                0.99265,                0.95712,                0.27583,                0.50107,                 0.7917,               0.008812,               0.008812,               0.008812
                     15,                0.09464,                0.45343,                0.89351,                0.98125,                0.98696,                0.99279,                0.93938,                0.35751,                0.65227,                0.89557,               0.008713,               0.008713,               0.008713
                     16,                0.09286,                0.44972,                0.89283,                0.98433,                0.98576,                0.99321,                0.93988,                0.31198,                0.56841,                0.85815,               0.008614,               0.008614,               0.008614
                     17,                 0.0915,                0.43786,                0.89293,                0.98733,                0.98665,                0.99352,                0.95212,                0.27249,                 0.5266,                0.80351,               0.008515,               0.008515,               0.008515
                     18,                0.08966,                0.43402,                0.89233,                0.98778,                0.98809,                0.99385,                0.95822,                0.28603,                0.56341,                 0.8144,               0.008416,               0.008416,               0.008416
                     19,                0.08846,                0.42565,                0.89238,                 0.9881,                0.98864,                0.99381,                0.95703,                0.28266,                0.55958,                0.81826,               0.008317,               0.008317,               0.008317
                     20,                0.08725,                0.42226,                0.89239,                0.98654,                0.98778,                0.99363,                0.95581,                 0.2795,                0.55157,                0.83124,               0.008218,               0.008218,               0.008218
                     21,                0.08488,                0.41435,                 0.8922,                0.98765,                0.98696,                0.99358,                0.94369,                0.29635,                0.58652,                0.87009,               0.008119,               0.008119,               0.008119
                     22,                0.08492,                0.41179,                0.89122,                0.98742,                0.98745,                0.99356,                0.94307,                0.29872,                0.58626,                0.87095,                0.00802,                0.00802,                0.00802
                     23,                0.08418,                0.40462,                0.89201,                0.98739,                0.98646,                0.99351,                0.93862,                0.30467,                0.58995,                0.87077,               0.007921,               0.007921,               0.007921
                     24,                 0.0837,                0.40428,                0.89156,                0.98675,                0.98747,                0.99362,                0.94261,                0.29152,                0.55699,                0.85687,               0.007822,               0.007822,               0.007822
                     25,                0.08175,                0.39535,                0.89136,                 0.9871,                0.98706,                0.99366,                0.94063,                0.29484,                0.55477,                0.85215,               0.007723,               0.007723,               0.007723
                     26,                 0.0807,                0.39197,                0.89112,                0.98672,                0.98748,                0.99373,                0.94226,                0.29418,                0.54502,                 0.8453,               0.007624,               0.007624,               0.007624
                     27,                0.07981,                0.39139,                0.89151,                0.98784,                0.98804,                0.99376,                0.94219,                0.29399,                0.54331,                  0.834,               0.007525,               0.007525,               0.007525
                     28,                0.07894,                0.38388,                0.89196,                0.98749,                0.98878,                0.99382,                0.94442,                0.29055,                0.53306,                0.82456,               0.007426,               0.007426,               0.007426
                     29,                0.07822,                0.38241,                0.89043,                 0.9887,                0.98813,                0.99385,                0.94716,                0.28569,                 0.5209,                0.81253,               0.007327,               0.007327,               0.007327
                     30,                0.07776,                0.37894,                0.89136,                 0.9889,                0.98858,                0.99393,                0.94842,                0.28306,                0.51419,                0.80829,               0.007228,               0.007228,               0.007228
                     31,                0.07728,                0.37562,                0.89074,                0.98894,                0.98841,                0.99396,                0.94944,                0.28316,                0.51062,                0.80529,               0.007129,               0.007129,               0.007129
                     32,                 0.0762,                0.37594,                0.89005,                0.98875,                0.98876,                0.99398,                  0.949,                0.28494,                0.51112,                0.80403,                0.00703,                0.00703,                0.00703
                     33,                0.07617,                0.37375,                0.89087,                 0.9888,                0.98828,                0.99398,                0.95066,                0.28659,                0.51214,                0.80007,               0.006931,               0.006931,               0.006931
                     34,                0.07536,                0.36882,                0.89099,                0.98908,                0.98829,                0.99397,                0.95064,                0.28782,                0.51511,                0.80038,               0.006832,               0.006832,               0.006832
                     35,                0.07457,                0.36501,                0.88989,                0.98841,                0.98941,                0.99399,                0.95388,                0.28326,                0.50257,                0.79224,               0.006733,               0.006733,               0.006733
                     36,                 0.0739,                0.36428,                0.88983,                0.98782,                0.99001,                0.99402,                0.95432,                0.27669,                0.49176,                0.78677,               0.006634,               0.006634,               0.006634
                     37,                0.07298,                0.36196,                0.89022,                0.98784,                0.99054,                0.99405,                0.95407,                0.27627,                0.49096,                0.78239,               0.006535,               0.006535,               0.006535
                     38,                0.07275,                0.35762,                0.88965,                0.98832,                0.98996,                0.99401,                0.95303,                0.27565,                0.48931,                0.77776,               0.006436,               0.006436,               0.006436
                     39,                0.07125,                0.35489,                0.88973,                0.98847,                0.99051,                0.99404,                0.95073,                0.27961,                 0.4965,                0.77755,               0.006337,               0.006337,               0.006337
                     40,                0.07117,                0.35536,                0.88947,                0.98886,                0.99044,                0.99406,                0.95109,                0.27874,                0.49413,                0.77637,               0.006238,               0.006238,               0.006238
                     41,                0.07151,                0.35484,                0.88975,                0.98896,                0.99016,                0.99407,                0.95066,                  0.281,                0.50029,                0.77825,               0.006139,               0.006139,               0.006139
                     42,                0.06968,                0.34625,                0.88962,                0.98916,                0.98925,                0.99408,                0.95161,                0.28226,                0.50668,                0.77713,                0.00604,                0.00604,                0.00604
                     43,                0.06939,                0.34406,                0.88913,                0.98946,                0.98928,                0.99407,                 0.9516,                0.28623,                0.51251,                0.77667,               0.005941,               0.005941,               0.005941
                     44,                0.06941,                0.34365,                 0.8898,                0.98995,                0.98942,                0.99411,                0.95105,                0.28765,                0.51866,                0.77458,               0.005842,               0.005842,               0.005842
                     45,                    inf,                0.33953,                0.88895,                0.99023,                0.98912,                0.99412,                0.95234,                0.28615,                0.52058,                0.77186,               0.005743,               0.005743,               0.005743
                     46,                0.06822,                0.34103,                0.88951,                0.99058,                0.98916,                 0.9941,                0.95319,                0.28329,                0.52069,                0.76875,               0.005644,               0.005644,               0.005644
                     47,                0.06712,                0.33385,                0.88859,                0.99087,                0.98885,                0.99412,                0.95367,                  0.281,                0.51954,                0.76548,               0.005545,               0.005545,               0.005545
                     48,                    inf,                0.32995,                0.88885,                 0.9913,                0.98895,                0.99415,                0.95436,                0.28121,                0.52029,                0.76379,               0.005446,               0.005446,               0.005446
                     49,                    inf,                0.33346,                0.88957,                0.99128,                 0.9887,                0.99416,                0.95334,                0.28186,                0.52223,                0.76101,               0.005347,               0.005347,               0.005347
                     50,                0.06598,                  0.326,                0.88863,                0.99102,                 0.9889,                0.99419,                0.95128,                0.28121,                0.52479,                0.76044,               0.005248,               0.005248,               0.005248
                     51,                0.06555,                0.32894,                0.88889,                 0.9903,                0.98972,                0.99422,                0.95035,                0.28231,                 0.5301,                0.76194,               0.005149,               0.005149,               0.005149
                     52,                0.06648,                0.32398,                0.88957,                0.99119,                0.98904,                0.99427,                0.95209,                0.27832,                0.52222,                0.76132,                0.00505,                0.00505,                0.00505
                     53,                0.06404,                0.32105,                0.88897,                0.99217,                0.98825,                0.99433,                 0.9521,                0.27495,                 0.5156,                0.75914,               0.004951,               0.004951,               0.004951
                     54,                 0.0634,                0.31797,                0.88794,                0.99248,                0.98826,                0.99437,                0.95253,                0.27118,                0.50785,                0.75716,               0.004852,               0.004852,               0.004852
                     55,                0.06388,                0.31509,                0.88909,                0.99268,                0.98833,                 0.9944,                0.95577,                0.26691,                0.49909,                0.75599,               0.004753,               0.004753,               0.004753
                     56,                0.06268,                0.31349,                0.88805,                0.99276,                0.98875,                0.99443,                0.95756,                0.26621,                0.49822,                0.75571,               0.004654,               0.004654,               0.004654
                     57,                0.06185,                0.30742,                0.88773,                  0.993,                0.98837,                0.99445,                0.95915,                0.26433,                0.49485,                0.75133,               0.004555,               0.004555,               0.004555
                     58,                0.06176,                0.30571,                0.88867,                 0.9929,                0.98857,                0.99449,                0.96003,                0.26045,                0.48804,                0.74817,               0.004456,               0.004456,               0.004456
                     59,                    inf,                0.30475,                0.88856,                0.99319,                0.98809,                0.99452,                0.95999,                0.26018,                0.48773,                0.74899,               0.004357,               0.004357,               0.004357
                     60,                0.06028,                0.30019,                0.88799,                0.99346,                0.98887,                0.99453,                0.96013,                0.25718,                0.48136,                0.74598,               0.004258,               0.004258,               0.004258
                     61,                0.05931,                0.30106,                 0.8876,                0.99331,                 0.9889,                0.99453,                 0.9587,                   0.26,                0.48829,                0.74676,               0.004159,               0.004159,               0.004159
                     62,                0.05945,                0.29852,                0.88748,                0.99344,                0.98824,                0.99451,                0.95552,                0.26661,                0.50214,                0.75346,                0.00406,                0.00406,                0.00406
                     63,                0.05904,                0.29769,                0.88775,                 0.9897,                0.99249,                0.99451,                 0.9542,                0.27329,                 0.5168,                0.76215,               0.003961,               0.003961,               0.003961
                     64,                0.05841,                0.29246,                0.88853,                0.98997,                0.99228,                0.99454,                 0.9538,                0.28023,                0.53007,                0.77026,               0.003862,               0.003862,               0.003862
                     65,                0.05701,                0.29004,                0.88823,                0.99055,                0.99212,                0.99453,                0.95224,                0.28566,                0.54141,                0.77251,               0.003763,               0.003763,               0.003763
                     66,                    inf,                0.28918,                0.88848,                0.99087,                0.99185,                0.99455,                0.94995,                0.28883,                0.55139,                0.77345,               0.003664,               0.003664,               0.003664
                     67,                    inf,                0.28306,                0.88716,                0.99202,                0.99151,                0.99454,                0.94652,                0.29403,                 0.5659,                0.77705,               0.003565,               0.003565,               0.003565
                     68,                0.05596,                0.28575,                0.88698,                0.99199,                0.99164,                0.99453,                0.94333,                0.29861,                0.57719,                0.77938,               0.003466,               0.003466,               0.003466
                     69,                 0.0541,                0.27958,                0.88784,                0.99221,                0.99179,                0.99452,                0.94157,                0.29699,                0.57789,                0.77555,               0.003367,               0.003367,               0.003367
                     70,                    inf,                0.27743,                0.88821,                0.99225,                0.99212,                0.99451,                0.94214,                0.29531,                0.57651,                0.77123,               0.003268,               0.003268,               0.003268
                     71,                0.05331,                 0.2775,                0.88808,                0.99237,                0.99214,                0.99451,                0.94159,                0.29495,                0.57638,                 0.7705,               0.003169,               0.003169,               0.003169
                     72,                0.05268,                0.27168,                 0.8882,                0.99242,                 0.9919,                0.99451,                0.94256,                0.29389,                0.57258,                0.77254,                0.00307,                0.00307,                0.00307
                     73,                0.05192,                0.27231,                0.88678,                0.99203,                0.99186,                 0.9945,                 0.9437,                0.29117,                0.56693,                0.77331,               0.002971,               0.002971,               0.002971
                     74,                0.05176,                0.26377,                0.88678,                0.99179,                0.99191,                0.99445,                0.93906,                0.30025,                0.58582,                0.78364,               0.002872,               0.002872,               0.002872
                     75,                 0.0504,                0.26159,                  0.887,                0.99186,                0.99187,                0.99445,                 0.9372,                0.30471,                0.59351,                0.78948,               0.002773,               0.002773,               0.002773
                     76,                0.05007,                0.25908,                0.88743,                0.99186,                0.99169,                0.99446,                0.93689,                0.30534,                0.59401,                0.78732,               0.002674,               0.002674,               0.002674
                     77,                0.04948,                0.25978,                0.88653,                0.99228,                0.99111,                0.99446,                0.93641,                0.30227,                0.58731,                0.78161,               0.002575,               0.002575,               0.002575
                     78,                    inf,                0.25431,                0.88618,                0.99271,                0.99116,                0.99448,                0.93632,                0.30311,                0.58909,                0.78598,               0.002476,               0.002476,               0.002476
                     79,                0.04771,                0.24859,                0.88671,                0.99282,                0.99056,                0.99448,                0.93559,                 0.3027,                0.58848,                0.78863,               0.002377,               0.002377,               0.002377
                     80,                0.04757,                0.24662,                0.88644,                0.99127,                0.99223,                0.99448,                0.93542,                0.30513,                0.59212,                0.79327,               0.002278,               0.002278,               0.002278
                     81,                0.04648,                  0.244,                 0.8866,                0.99089,                0.99227,                 0.9945,                0.93305,                0.31214,                0.60448,                0.80506,               0.002179,               0.002179,               0.002179
                     82,                    inf,                0.24363,                 0.8862,                0.98992,                 0.9931,                0.99452,                0.92959,                0.31877,                0.61897,                0.81895,                0.00208,                0.00208,                0.00208
                     83,                    inf,                0.23858,                0.88702,                0.98894,                0.99345,                0.99448,                0.92846,                0.32226,                 0.6262,                0.82696,               0.001981,               0.001981,               0.001981
                     84,                0.04486,                0.23776,                0.88555,                0.98933,                0.99279,                0.99452,                0.92686,                0.32656,                0.63659,                0.83973,               0.001882,               0.001882,               0.001882
                     85,                0.04412,                0.23271,                0.88544,                0.98945,                0.99291,                0.99454,                0.92777,                0.32485,                0.63323,                0.84133,               0.001783,               0.001783,               0.001783
                     86,                    inf,                0.22934,                0.88542,                0.98982,                0.99273,                0.99456,                0.92903,                0.32387,                0.63087,                0.84412,               0.001684,               0.001684,               0.001684
                     87,                    inf,                0.22676,                0.88586,                0.99019,                0.99258,                0.99453,                0.93037,                0.32116,                0.62422,                0.84023,               0.001585,               0.001585,               0.001585
                     88,                    inf,                0.22495,                0.88603,                0.98976,                0.99277,                0.99455,                0.93255,                0.31349,                0.60679,                0.82847,               0.001486,               0.001486,               0.001486
                     89,                    inf,                0.22145,                0.88468,                0.99002,                0.99245,                0.99458,                0.93331,                0.30932,                0.59657,                0.82173,               0.001387,               0.001387,               0.001387
                     90,                    inf,                0.21656,                0.88613,                0.99024,                 0.9925,                0.99459,                 0.9363,                0.30059,                0.57552,                   0.81,               0.001288,               0.001288,               0.001288
                     91,                0.03438,                0.07737,                 0.8999,                0.99092,                0.99257,                0.99464,                0.93984,                0.29709,                0.56501,                0.80747,               0.001189,               0.001189,               0.001189
                     92,                0.03182,                0.06498,                0.89821,                0.99205,                 0.9923,                0.99469,                0.94282,                0.29121,                0.55008,                0.79929,                0.00109,                0.00109,                0.00109
                     93,                0.02932,                 0.0584,                0.89891,                0.99305,                0.99201,                0.99476,                0.94398,                0.28868,                 0.5415,                0.79116,               0.000991,               0.000991,               0.000991
                     94,                0.02743,                0.05404,                0.89717,                0.99435,                0.99215,                0.99482,                0.94465,                 0.2852,                0.53108,                0.78533,               0.000892,               0.000892,               0.000892
                     95,                0.02635,                0.05002,                0.89868,                0.99431,                0.99289,                0.99485,                0.94518,                0.28414,                0.52771,                0.78412,               0.000793,               0.000793,               0.000793
                     96,                0.02484,                0.04796,                0.89715,                0.99429,                 0.9931,                0.99487,                0.94657,                0.28052,                0.51936,                0.78241,               0.000694,               0.000694,               0.000694
                     97,                0.02342,                0.04468,                0.89669,                0.99484,                 0.9933,                0.99488,                0.94827,                0.27511,                0.50722,                0.77604,               0.000595,               0.000595,               0.000595
                     98,                0.02234,                0.04119,                0.89678,                0.99526,                0.99388,                 0.9949,                0.95127,                0.26852,                0.49198,                0.76902,               0.000496,               0.000496,               0.000496
                     99,                0.02085,                0.03879,                 0.8977,                0.99533,                0.99405,                0.99492,                0.95083,                0.26488,                0.48371,                 0.7671,               0.000397,               0.000397,               0.000397
                    100,                    inf,                0.03673,                0.89621,                0.99547,                0.99364,                0.99491,                0.95054,                0.26345,                0.48079,                0.76944,               0.000298,               0.000298,               0.000298
