                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.07154,                0.31162,                0.88899,                0.99076,                0.99197,                0.99428,                0.98692,                0.15219,                0.28367,                0.19954,               0.007228,               0.007228,               0.007228
                     31,                0.07065,                0.30972,                0.88833,                0.99071,                0.99165,                0.99425,                0.98696,                0.15154,                0.28086,                0.20021,               0.007129,               0.007129,               0.007129
                     32,                0.07008,                0.30728,                0.88827,                0.98983,                 0.9921,                0.99425,                 0.9869,                0.15024,                0.27891,                0.20046,                0.00703,                0.00703,                0.00703
                     33,                0.07007,                0.30507,                0.88824,                0.98917,                0.99243,                0.99427,                0.98687,                0.15269,                0.28587,                0.20213,               0.006931,               0.006931,               0.006931
                     34,                    inf,                0.30343,                0.88893,                0.98872,                0.99281,                0.99426,                0.98703,                0.15541,                0.29215,                0.20346,               0.006832,               0.006832,               0.006832
                     35,                0.06817,                0.29764,                0.88795,                0.98896,                0.99322,                0.99429,                0.98702,                0.15798,                0.29643,                0.20491,               0.006733,               0.006733,               0.006733
                     36,                  0.067,                 0.2972,                0.88849,                0.98888,                0.99358,                0.99433,                0.98708,                0.15996,                0.29893,                 0.2052,               0.006634,               0.006634,               0.006634
                     37,                0.06602,                0.29349,                0.88829,                0.98875,                0.99369,                0.99438,                0.98747,                0.16126,                0.30273,                0.20402,               0.006535,               0.006535,               0.006535
                     38,                0.06596,                0.28965,                0.88766,                0.99315,                0.99033,                0.99445,                0.98769,                0.16217,                0.30705,                0.20418,               0.006436,               0.006436,               0.006436
                     39,                0.06462,                0.28863,                0.88769,                0.99362,                0.99038,                0.99446,                0.98797,                0.16269,                0.30932,                0.20433,               0.006337,               0.006337,               0.006337
                     40,                    inf,                0.28713,                0.88734,                0.99361,                0.99071,                0.99451,                0.98815,                0.16561,                0.31254,                  0.205,               0.006238,               0.006238,               0.006238
                     41,                    inf,                0.28531,                0.88806,                0.99243,                0.99137,                0.99455,                0.98813,                0.16859,                0.31066,                0.20637,               0.006139,               0.006139,               0.006139
                     42,                0.06343,                0.27806,                0.88752,                0.99247,                0.99153,                0.99454,                0.98825,                0.17166,                0.30903,                0.20784,                0.00604,                0.00604,                0.00604
                     43,                    inf,                0.27592,                 0.8874,                 0.9929,                0.99146,                0.99457,                0.98822,                0.17207,                0.30574,                0.20892,               0.005941,               0.005941,               0.005941
                     44,                    inf,                0.27341,                0.88774,                0.99254,                0.99167,                0.99461,                0.98818,                0.17402,                0.30296,                0.21073,               0.005842,               0.005842,               0.005842
                     45,                0.06091,                0.27242,                0.88681,                0.99292,                0.99155,                0.99462,                0.98803,                  0.175,                0.30231,                0.21174,               0.005743,               0.005743,               0.005743
                     46,                0.06088,                0.27554,                0.88722,                0.99312,                0.99163,                0.99465,                0.98805,                0.17694,                0.30095,                0.21242,               0.005644,               0.005644,               0.005644
                     47,                 0.0603,                0.26984,                0.88721,                0.99276,                0.99156,                0.99466,                0.98759,                0.18011,                0.30002,                0.21477,               0.005545,               0.005545,               0.005545
                     48,                0.05959,                 0.2682,                0.88788,                0.99245,                0.99217,                0.99467,                0.98737,                 0.1825,                0.30086,                0.21636,               0.005446,               0.005446,               0.005446
                     49,                    inf,                0.26745,                0.88755,                0.99266,                0.99207,                0.99468,                0.98713,                0.18472,                0.30314,                0.21768,               0.005347,               0.005347,               0.005347
                     50,                0.05904,                0.26291,                 0.8867,                0.99301,                  0.992,                0.99471,                0.98681,                0.19018,                0.31249,                0.22188,               0.005248,               0.005248,               0.005248
                     51,                0.05779,                 0.2618,                0.88744,                0.99324,                0.99189,                0.99471,                0.98655,                0.19327,                0.31898,                0.22456,               0.005149,               0.005149,               0.005149
                     52,                    inf,                0.25693,                0.88707,                0.99105,                0.99468,                0.99471,                0.98641,                0.19473,                0.32598,                 0.2259,                0.00505,                0.00505,                0.00505
                     53,                0.05679,                0.25503,                0.88669,                0.99132,                0.99489,                0.99473,                0.98612,                0.19432,                0.32918,                0.22617,               0.004951,               0.004951,               0.004951
                     54,                0.05619,                0.25135,                0.88635,                0.99147,                0.99459,                0.99474,                0.98593,                0.19266,                0.32713,                0.22559,               0.004852,               0.004852,               0.004852
                     55,                0.05574,                0.25132,                0.88731,                0.99146,                0.99463,                0.99475,                0.98515,                0.19313,                 0.3292,                0.22627,               0.004753,               0.004753,               0.004753
                     56,                0.05478,                0.24821,                0.88614,                0.99155,                0.99496,                0.99476,                0.98431,                0.19252,                0.33144,                0.22678,               0.004654,               0.004654,               0.004654
                     57,                    inf,                0.24472,                0.88557,                0.99206,                0.99457,                0.99476,                0.98395,                0.18856,                0.32356,                 0.2252,               0.004555,               0.004555,               0.004555
                     58,                0.05378,                0.24433,                0.88622,                0.99265,                0.99379,                0.99476,                0.98409,                0.18418,                0.31602,                0.22344,               0.004456,               0.004456,               0.004456
                     59,                    inf,                0.24107,                0.88642,                0.99291,                0.99391,                0.99476,                0.98412,                0.18022,                0.31062,                0.22179,               0.004357,               0.004357,               0.004357
                     60,                0.05269,                0.23915,                0.88609,                0.99263,                0.99384,                0.99477,                 0.9841,                0.17919,                 0.3128,                0.22132,               0.004258,               0.004258,               0.004258
                     61,                0.05227,                0.23743,                0.88581,                0.99275,                0.99384,                0.99476,                0.98421,                0.18014,                0.31645,                0.22155,               0.004159,               0.004159,               0.004159
                     62,                0.05192,                0.23365,                0.88609,                0.99303,                0.99385,                0.99476,                0.98472,                0.17911,                 0.3148,                0.22087,                0.00406,                0.00406,                0.00406
                     63,                    inf,                0.23359,                 0.8861,                0.99276,                0.99358,                0.99477,                0.98512,                0.17622,                 0.3085,                0.21924,               0.003961,               0.003961,               0.003961
                     64,                0.05019,                0.22856,                0.88663,                0.99319,                0.99354,                0.99478,                0.98527,                0.17379,                0.30076,                0.21852,               0.003862,               0.003862,               0.003862
                     65,                 0.0497,                0.22667,                0.88657,                0.99346,                 0.9935,                 0.9948,                0.98552,                 0.1724,                0.29756,                0.21811,               0.003763,               0.003763,               0.003763
                     66,                    inf,                0.22602,                0.88701,                0.99358,                0.99359,                0.99481,                 0.9859,                0.17216,                 0.2985,                 0.2176,               0.003664,               0.003664,               0.003664
                     67,                0.04883,                0.22509,                0.88536,                0.99354,                0.99382,                0.99482,                0.98576,                0.17142,                0.29486,                0.21705,               0.003565,               0.003565,               0.003565
                     68,                0.04818,                0.22219,                0.88585,                0.99379,                0.99403,                0.99481,                0.98585,                0.16862,                0.28974,                0.21551,               0.003466,               0.003466,               0.003466
                     69,                    inf,                0.21779,                0.88687,                0.99385,                0.99397,                0.99481,                0.98567,                 0.1667,                0.28739,                0.21373,               0.003367,               0.003367,               0.003367
                     70,                    inf,                0.21749,                0.88625,                0.99428,                0.99349,                0.99483,                0.98562,                0.16557,                0.28556,                 0.2137,               0.003268,               0.003268,               0.003268
                     71,                0.04685,                0.21434,                0.88631,                0.99455,                0.99313,                0.99485,                0.98537,                0.16257,                 0.2771,                0.21177,               0.003169,               0.003169,               0.003169
                     72,                    inf,                0.20932,                0.88641,                0.99399,                0.99293,                0.99485,                0.98554,                 0.1607,                0.27378,                0.21037,                0.00307,                0.00307,                0.00307
                     73,                0.04479,                0.21056,                0.88576,                0.99354,                0.99273,                0.99486,                0.98566,                0.15849,                 0.2689,                0.20931,               0.002971,               0.002971,               0.002971
                     74,                    inf,                0.20542,                0.88552,                0.99372,                 0.9927,                0.99486,                0.98529,                0.15819,                0.26478,                0.20956,               0.002872,               0.002872,               0.002872
                     75,                0.04341,                0.20306,                0.88598,                0.99352,                0.99311,                0.99487,                0.98487,                0.15648,                0.25929,                0.20947,               0.002773,               0.002773,               0.002773
                     76,                    inf,                0.20155,                0.88516,                0.99337,                0.99372,                0.99488,                0.98489,                0.15354,                0.24922,                0.20749,               0.002674,               0.002674,               0.002674
                     77,                    inf,                0.20071,                0.88564,                0.99331,                  0.994,                0.99489,                0.98541,                0.15122,                0.23982,                0.20557,               0.002575,               0.002575,               0.002575
                     78,                0.04164,                0.19549,                0.88487,                0.99401,                 0.9936,                0.99489,                0.98596,                0.15043,                0.23403,                0.20466,               0.002476,               0.002476,               0.002476
                     79,                    inf,                0.19144,                0.88576,                 0.9948,                0.99339,                0.99489,                0.98659,                0.15163,                0.23308,                0.20446,               0.002377,               0.002377,               0.002377
                     80,                0.04079,                0.19264,                0.88528,                0.99509,                0.99372,                 0.9949,                0.98694,                0.15371,                0.23392,                0.20552,               0.002278,               0.002278,               0.002278
                     81,                    inf,                0.18815,                 0.8856,                0.99461,                0.99434,                 0.9949,                0.98696,                0.15703,                0.23855,                0.20679,               0.002179,               0.002179,               0.002179
                     82,                0.03927,                0.18487,                0.88524,                0.99442,                0.99437,                 0.9949,                0.98689,                0.15869,                0.24073,                0.20763,                0.00208,                0.00208,                0.00208
                     83,                    inf,                0.18243,                0.88626,                0.99447,                0.99447,                 0.9949,                  0.987,                0.15841,                 0.2402,                0.20766,               0.001981,               0.001981,               0.001981
                     84,                0.03804,                0.18138,                0.88476,                0.99409,                0.99445,                0.99491,                0.98696,                0.15738,                0.23806,                0.20682,               0.001882,               0.001882,               0.001882
                     85,                0.03721,                0.17748,                0.88454,                0.99497,                0.99399,                0.99491,                0.98707,                0.15472,                0.23348,                0.20495,               0.001783,               0.001783,               0.001783
                     86,                0.03654,                0.17455,                0.88416,                0.99513,                0.99399,                0.99491,                0.98735,                0.15177,                0.22759,                0.20311,               0.001684,               0.001684,               0.001684
                     87,                0.03583,                0.17174,                 0.8849,                0.99439,                0.99465,                0.99492,                0.98754,                0.14857,                0.22155,                0.19987,               0.001585,               0.001585,               0.001585
                     88,                    inf,                0.17059,                0.88574,                0.99433,                0.99509,                0.99493,                0.98766,                0.14506,                0.21575,                0.19697,               0.001486,               0.001486,               0.001486
                     89,                0.03485,                0.16733,                0.88389,                0.99378,                0.99586,                0.99493,                0.98773,                0.14007,                0.20834,                0.19351,               0.001387,               0.001387,               0.001387
                     90,                    inf,                0.16323,                0.88544,                0.99379,                0.99582,                0.99493,                0.98761,                0.13676,                0.20255,                0.19169,               0.001288,               0.001288,               0.001288
                     91,                0.02984,                0.05705,                0.89712,                0.99467,                0.99581,                0.99493,                0.98759,                0.13498,                0.19901,                 0.1916,               0.001189,               0.001189,               0.001189
                     92,                    inf,                0.04778,                0.89615,                0.99593,                0.99454,                0.99494,                0.98783,                 0.1349,                0.19903,                0.19241,                0.00109,                0.00109,                0.00109
                     93,                 0.0248,                0.04417,                0.89706,                0.99606,                0.99483,                0.99493,                0.98776,                0.13539,                0.19904,                0.19371,               0.000991,               0.000991,               0.000991
                     94,                0.02333,                 0.0418,                0.89675,                0.99581,                0.99543,                0.99494,                0.98767,                0.13654,                0.20185,                0.19509,               0.000892,               0.000892,               0.000892
                     95,                    inf,                0.03956,                0.89722,                0.99628,                0.99498,                0.99494,                0.98767,                0.13739,                0.20544,                0.19613,               0.000793,               0.000793,               0.000793
                     96,                0.02055,                0.03602,                0.89558,                0.99641,                0.99518,                0.99494,                 0.9879,                0.13682,                 0.2081,                0.19607,               0.000694,               0.000694,               0.000694
                     97,                0.01953,                0.03443,                0.89575,                0.99453,                0.99766,                0.99495,                0.98787,                0.13618,                0.21059,                0.19687,               0.000595,               0.000595,               0.000595
                     98,                0.01823,                0.03164,                0.89567,                 0.9948,                 0.9981,                0.99495,                0.98774,                0.13662,                0.21448,                0.19841,               0.000496,               0.000496,               0.000496
                     99,                    inf,                0.02991,                0.89756,                0.99513,                0.99786,                0.99495,                0.98791,                0.13762,                0.21933,                0.19994,               0.000397,               0.000397,               0.000397
                    100,                    inf,                0.02962,                0.89548,                0.99546,                0.99776,                0.99495,                 0.9882,                0.13868,                0.22461,                0.20094,               0.000298,               0.000298,               0.000298
